projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,raw_status_text
SDN Release 5,100,token overlap 1/1,SCO-PROV-512 SDN Software 23-24,55,V7,ADSL,2023-09-21,2023-09-21,1,1,Sept 21/23 - V7 sent to Province,Sept 21/23 - V7 sent to Province,,"Sept 26/23 - Completed
Sept 26/23 - Final set to Province
Sept 25/23 - Final with Sian for approval
Sept 22/23 - V8 back from Province with comment, emailed back
Sept 21/23 - V7 sent to Province
Sept 21/23 - V6 back from Province
Sept 18/23 - V5 sent to Province
Sept 18/23 - Followed up with Chris and Dan
Sept 14/23 - Followed up internally
Sept 6/23 - Question out to Dan/Chris
Aug 31/23 - Province sent v4.4, made adjustments, with Cathy/Lori for review
Aug 22/23 - With Province for review
Aug 21 /23 - Pending walk through with Province Aug 22
Aug 15/23 - Meeting with Province, ADSL has some takeaways prior to sending new version
Aug 9/23 - V4 back from Province, requested a meeting with them to clear up the questions
July 10/23 - V3 sent to Province
July 7/23 - With Cathy/Lori for review
July 7/23 - Cathy drafting new pricing table to reflect actuals
July 6/23 - Lori C. said to move this SCO along with the actual numbers that are in operations, and reconcule previous purchases/SCOs at a later date internally so we don't hold this SCO up - Sent note to Cathy to re-do the pricing table
July 6/23 - Followed up internally again - sent a spearate note to Lori C.
June 19/23 - Internal question followed up again
June 1/23 - Followed up with Chris
May 23/23 - Followed up with Chris
May 17/23 - With Chris and Cathy to review Province comments
May 11/23 - V2.1 back from Province
May 3/23 V1 Sent to Province
May 3/23 - With Sian
May 2/23 - Followed up
Apr 28/23 - Followed up
Apr 25/23 - V1 with Lori for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-512 SDN Software 23-24,55,V8,CSBC,2023-09-22,2023-09-22,1,1,Next day after: Sept 21/23 - V6 back from Province,"Sept 22/23 - V8 back from Province with comment, emailed back",,"Sept 26/23 - Completed
Sept 26/23 - Final set to Province
Sept 25/23 - Final with Sian for approval
Sept 22/23 - V8 back from Province with comment, emailed back
Sept 21/23 - V7 sent to Province
Sept 21/23 - V6 back from Province
Sept 18/23 - V5 sent to Province
Sept 18/23 - Followed up with Chris and Dan
Sept 14/23 - Followed up internally
Sept 6/23 - Question out to Dan/Chris
Aug 31/23 - Province sent v4.4, made adjustments, with Cathy/Lori for review
Aug 22/23 - With Province for review
Aug 21 /23 - Pending walk through with Province Aug 22
Aug 15/23 - Meeting with Province, ADSL has some takeaways prior to sending new version
Aug 9/23 - V4 back from Province, requested a meeting with them to clear up the questions
July 10/23 - V3 sent to Province
July 7/23 - With Cathy/Lori for review
July 7/23 - Cathy drafting new pricing table to reflect actuals
July 6/23 - Lori C. said to move this SCO along with the actual numbers that are in operations, and reconcule previous purchases/SCOs at a later date internally so we don't hold this SCO up - Sent note to Cathy to re-do the pricing table
July 6/23 - Followed up internally again - sent a spearate note to Lori C.
June 19/23 - Internal question followed up again
June 1/23 - Followed up with Chris
May 23/23 - Followed up with Chris
May 17/23 - With Chris and Cathy to review Province comments
May 11/23 - V2.1 back from Province
May 3/23 V1 Sent to Province
May 3/23 - With Sian
May 2/23 - Followed up
Apr 28/23 - Followed up
Apr 25/23 - V1 with Lori for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-512 SDN Software 23-24,55,V8,SIGNINGTIME,2023-09-26,2023-09-26,1,1,Sept 26/23 - Completed,Sept 26/23 - Completed,,"Sept 26/23 - Completed
Sept 26/23 - Final set to Province
Sept 25/23 - Final with Sian for approval
Sept 22/23 - V8 back from Province with comment, emailed back
Sept 21/23 - V7 sent to Province
Sept 21/23 - V6 back from Province
Sept 18/23 - V5 sent to Province
Sept 18/23 - Followed up with Chris and Dan
Sept 14/23 - Followed up internally
Sept 6/23 - Question out to Dan/Chris
Aug 31/23 - Province sent v4.4, made adjustments, with Cathy/Lori for review
Aug 22/23 - With Province for review
Aug 21 /23 - Pending walk through with Province Aug 22
Aug 15/23 - Meeting with Province, ADSL has some takeaways prior to sending new version
Aug 9/23 - V4 back from Province, requested a meeting with them to clear up the questions
July 10/23 - V3 sent to Province
July 7/23 - With Cathy/Lori for review
July 7/23 - Cathy drafting new pricing table to reflect actuals
July 6/23 - Lori C. said to move this SCO along with the actual numbers that are in operations, and reconcule previous purchases/SCOs at a later date internally so we don't hold this SCO up - Sent note to Cathy to re-do the pricing table
July 6/23 - Followed up internally again - sent a spearate note to Lori C.
June 19/23 - Internal question followed up again
June 1/23 - Followed up with Chris
May 23/23 - Followed up with Chris
May 17/23 - With Chris and Cathy to review Province comments
May 11/23 - V2.1 back from Province
May 3/23 V1 Sent to Province
May 3/23 - With Sian
May 2/23 - Followed up
Apr 28/23 - Followed up
Apr 25/23 - V1 with Lori for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V5,SIGNINGTIME,2023-05-05,2023-08-23,111,79,"May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created",Aug 23/23 - Complete,,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V1,CSBC,2023-06-13,2023-07-12,30,22,June 13/23 - SOW Rel 4 approved,"July 12/23 - SOW rec'd from vendor, internal review scheduled for today",,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V2,ADSL,2023-07-13,2023-07-14,2,2,"Next day after: July 12/23 - SOW rec'd from vendor, internal review scheduled for today",July 14/23 - V1 sent to Province,,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V1,ADSL,2023-07-14,2023-07-14,1,1,July 14/23 - V1 sent to Province,July 14/23 - V1 sent to Province,,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V2,CSBC,2023-07-15,2023-07-27,13,9,Next day after: July 14/23 - V1 sent to Province,"July 27/23 - V2 back from Province, question with Chris",,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V3,ADSL,2023-07-28,2023-08-01,5,3,"Next day after: July 27/23 - V2 back from Province, question with Chris",Aug 1/23 - V3 sent to Province,,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V4,CSBC,2023-08-02,2023-08-14,13,9,Next day after: Aug 1/23 - V3 sent to Province,Aug 14/23 - V4 back from Province,Lori: inferred handoff to ADSL from internal ADSL work line; please confirm.,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-515 SDN Release 4 Implementation,58,V5,ADSL,2023-08-15,2023-08-15,1,1,Next day after: Aug 14/23 - V4 back from Province,Aug 15/23 - V5 sent to Province,,"Aug 23/23 - Complete
Aug 21/23 - Province agreed to move to Final, with Sian
Aug 15/23 - V5 sent to Province
Aug 14/23 - V4 back from Province
Aug 9/23 - Rian talking to Emma
Aug 8/23 - Province responded with statement regarding SOWs not being ROM picing, internal convo needed, emailed Michelle
Aug 1/23 - V3 sent to Province
July 27/23 - V2 back from Province, question with Chris
July 14/23 - V1 sent to Province
July 14/23 - With Lori C. and Sian for approval
July 12/23 - Decision to remove licenses from this SCO and scribe them at a later date, with internal team for review
July 12/23 - SOW rec'd from vendor, internal review scheduled for today
July 10/23 - Cathy followed up with Vendor
July 6/23 - Cathy getting quotes from vendors 
June 23/23 - Michelle C following up with Vendor quotes
June 19/23 - Cathy emailed Chris to obtain vendor quotes for the external resources
June 19/23 - Followed up and scheduled an internal mtg 
June 15/23 - Draft started, emailed Chris/Cathy for the updated table 
June 13/23 - SOW Rel 4 approved
May 5/23 - SOW with Province who have asked for an early project start, so SCO number assigned so a WBS code can be created"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V1,ADSL,2023-10-04,2023-10-05,2,2,Oct 4/23 - V1 with Cathy for review,Oct 5/23 - V1 sent to Province,,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V2,ADSL,2023-10-06,2023-10-17,12,8,Next day after: Oct 5/23 - V1 sent to Province,Oct 17/23 - V2 sent to Province,,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V3,CSBC,2023-10-18,2023-11-07,21,15,Next day after: Oct 17/23 - V2 sent to Province,Nov 7/23 - V4 with Cathy,,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V4,ADSL,2023-11-07,2023-11-07,1,1,Nov 7/23 - V4 sent to Province,Nov 7/23 - V4 sent to Province,,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V4,CSBC,2023-11-07,2023-11-07,1,1,Nov 7/23 - V4 with Cathy,Nov 7/23 - V4 with Cathy,Lori: inferred handoff to ADSL from internal ADSL work line; please confirm.,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V5,ADSL,2023-11-07,2023-11-29,23,17,Nov 7/23 - V4 with Cathy,Nov 29/23 - Responses sent to Province,,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
SDN Release 5,100,token overlap 1/1,SCO-PROV-555 SDN SW R3b,78,V6,CSBC,2023-11-30,2023-12-06,7,5,Next day after: Nov 29/23 - Responses sent to Province,Dec 6/23 - With Sian,Lori: inferred handoff to ADSL from internal ADSL work line; please confirm.,"Dec 6/23 - Complete
Dec 6/23 - Final sent to Province
Dec 6/23 - With Sian
Dec 5/23 - Province agreed to move to final
Nov 29/23 - Responses sent to Province 
Nov 14/23 - Province questions with Chris/Dan
Nov 7/23 - V4 sent to Province
Nov 7/23 - V4 with Cathy
Nov 2/23 - Asked Dan re: licenses
Oct 30/23 - Asked Chris S. info about licenses, he was unable to answer, need to wait for Dan D. he is back on Nov 1.
Oct 27/23 - Province asked question, answered
Oct 24/23 - Sent answer back to Province
Oct 23/23 - Question from Province
Oct 17/23 - V2 sent to Province
Oct 10/23 - Province asked question, would like to see revised table
Oct 5/23 - V1 sent to Province
Oct 4/23 - With Lori
Oct 4/23 - With Tyler
Oct 4/23 - V1 with Cathy for review"
